plz,bfs,canton,village,zip-share
7222,3962,GR,Lunden,100
7226,3962,GR,Stels,100
7226,3962,GR,Stels,100
7226,3962,GR,Fajauna,100
7228,3962,GR,Schuders,100
7228,3962,GR,Pusserein,100
7212,3972,GR,Seewis Dorf,100
7212,3972,GR,Seewis-Pardisla,100
7212,3972,GR,Seewis-Schmitten,100
7158,3981,GR,Waltensburg/Vuorz,100
7159,3981,GR,Andiast,100
7162,3981,GR,Tavanasa,100
7163,3981,GR,Danis,100
7164,3981,GR,Dardin,100
7165,3981,GR,Breil/Brigels,100
7180,3982,GR,Disentis/Mustér,100
7182,3982,GR,Cavardiras,100
7183,3982,GR,Mumpé Medel,100
7186,3982,GR,Segnas,100
7184,3983,GR,Curaglia,100
7185,3983,GR,Platta,100
7172,3985,GR,Rabius,100
7173,3985,GR,Surrein,100
7174,3985,GR,S. Benedetg,100
7175,3985,GR,Sumvitg,100
7176,3985,GR,Cumpadials,100
7187,3986,GR,Camischolas,100
7188,3986,GR,Sedrun,100
7189,3986,GR,Rueras,100
7166,3987,GR,Trun,100
7167,3987,GR,Zignau,100
7168,3987,GR,Schlans,100
7134,3988,GR,Obersaxen,100
7137,3988,GR,Flond,100
7138,3988,GR,Surcuolm,100
5000,4001,AG,Aarau,100
5004,4001,AG,Aarau,100
5032,4001,AG,Aarau Rohr,100
5023,4002,AG,Biberstein,100
5033,4003,AG,Buchs AG,100
5025,4004,AG,Asp,100
5026,4004,AG,Densbüren,100
5017,4005,AG,Barmelweid,100
5018,4005,AG,Erlinsbach,100
5722,4006,AG,Gränichen,100
5042,4007,AG,Hirschthal,100
5022,4008,AG,Rombach,100
5024,4008,AG,Küttigen,100
5037,4009,AG,Muhen,100
5036,4010,AG,Oberentfelden,100
5034,4012,AG,Suhr,100
5035,4013,AG,Unterentfelden,100
5400,4021,AG,Baden,100
5404,4021,AG,Baden,100
5405,4021,AG,Dättwil AG,100
5406,4021,AG,Rütihof,100
5454,4022,AG,Bellikon,100
8962,4023,AG,Bergdietikon,100
5413,4024,AG,Birmenstorf AG,100
5408,4026,AG,Ennetbaden,100
5442,4027,AG,Fislisbach,100
5423,4028,AG,Freienwil,100
5412,4029,AG,Gebenstorf,100
5412,4029,AG,Vogelsang AG,100
8956,4030,AG,Killwangen,100
5444,4031,AG,Künten,100
5506,4032,AG,Mägenwil,100
5507,4033,AG,Mellingen,100
5432,4034,AG,Neuenhof,100
5443,4035,AG,Niederrohrdorf,100
5452,4037,AG,Oberrohrdorf,100
5415,4038,AG,Nussbaumen AG,100
5415,4038,AG,Hertenstein AG,100
5415,4038,AG,Rieden AG,100
5416,4038,AG,Kirchdorf AG,100
5453,4039,AG,Remetschwil,100
8957,4040,AG,Spreitenbach,100
5608,4041,AG,Stetten AG,100
5300,4042,AG,Turgi,100
5301,4044,AG,Siggenthal Station,100
5417,4044,AG,Untersiggenthal,100
5430,4045,AG,Wettingen,100
5512,4046,AG,Wohlenschwil,100
5303,4047,AG,Würenlingen,100
5436,4048,AG,Würenlos,100
8109,4048,AG,Kloster Fahr,100
5420,4049,AG,Ehrendingen,100
8905,4061,AG,Arni AG,100
8965,4062,AG,Berikon,100
5620,4063,AG,Bremgarten AG,100
5626,4063,AG,Hermetschwil-Staffeln,100
5619,4064,AG,Büttikon AG,100
5605,4065,AG,Dottikon,100
5445,4066,AG,Eggenwil,100
5525,4067,AG,Fischbach-Göslikon,100
5607,4068,AG,Hägglingen,100
8916,4071,AG,Jonen,100
5524,4072,AG,Niederwil AG,100
5524,4072,AG,Nesselnbach,100
8917,4073,AG,Oberlunkhofen,100
8966,4074,AG,Oberwil-Lieli,100
8964,4075,AG,Rudolfstetten,100
5614,4076,AG,Sarmenstorf,100
5522,4077,AG,Tägerig,100
5619,4078,AG,Uezwil,100
8918,4079,AG,Unterlunkhofen,100
5612,4080,AG,Villmergen,100
5613,4080,AG,Hilfikon,100
8967,4081,AG,Widen,100
5610,4082,AG,Wohlen AG,100
5611,4082,AG,Anglikon,100
5621,4083,AG,Zufikon,100
8905,4084,AG,Islisberg,100
5105,4091,AG,Auenstein,100
5242,4092,AG,Birr,100
5244,4093,AG,Birrhard,100
5116,4095,AG,Schinznach Bad,100
5200,4095,AG,Brugg AG,100
5222,4095,AG,Umiken,100
5245,4099,AG,Habsburg,100
5212,4100,AG,Hausen AG,100
5242,4104,AG,Lupfig,100
5246,4104,AG,Scherz,100
5318,4105,AG,Mandach,100
5237,4106,AG,Mönthal,100
5243,4107,AG,Mülligen,100
5236,4110,AG,Remigen,100
5223,4111,AG,Riniken,100
5235,4112,AG,Rüfenach AG,100
5112,4117,AG,Thalheim AG,100
5106,4120,AG,Veltheim AG,100
5233,4121,AG,Stilli,100
5234,4121,AG,Villigen,100
5213,4122,AG,Villnachern,100
5210,4123,AG,Windisch,100
5225,4124,AG,Bözberg,100
5107,4125,AG,Schinznach Dorf,100
5108,4125,AG,Oberflachs,100
5712,4131,AG,Beinwil am See,100
5708,4132,AG,Birrwil,100
5736,4133,AG,Burg AG,100
5724,4134,AG,Dürrenäsch,100
5728,4135,AG,Gontenschwil,100
5043,4136,AG,Holziken,100
5733,4137,AG,Leimbach AG,100
5725,4138,AG,Leutwil,100
5737,4139,AG,Menziken,100
5727,4140,AG,Oberkulm,100
5734,4141,AG,Reinach AG,100
5044,4142,AG,Schlossrued,100
5046,4143,AG,Schmiedrued,100
5046,4143,AG,Walde AG,100
5040,4144,AG,Schöftland,100
5723,4145,AG,Teufenthal AG,100
5726,4146,AG,Unterkulm,100
5732,4147,AG,Zetzwil,100
5074,4161,AG,Eiken,100
5070,4163,AG,Frick,100
5272,4164,AG,Gansingen,100
5073,4165,AG,Gipf-Oberfrick,100
5027,4166,AG,Herznach,100
5082,4169,AG,Kaisten,100
5083,4169,AG,Ittenthal,100
5080,4170,AG,Laufenburg,100
5084,4170,AG,Rheinsulz,100
5085,4170,AG,Sulz AG,100
4333,4172,AG,Münchwilen AG,100
5062,4173,AG,Oberhof,100
5072,4175,AG,Oeschgen,100
5326,4176,AG,Schwaderloch,100
4334,4177,AG,Sisseln AG,100
5028,4179,AG,Ueken,100
5064,4181,AG,Wittnau,100
5063,4182,AG,Wölflinswil,100
5079,4183,AG,Zeihen,100
5273,4184,AG,Oberhofen AG,100
5274,4184,AG,Mettau,100
5275,4184,AG,Etzgen,100
5276,4184,AG,Wil AG,100
5277,4184,AG,Hottwil,100
5075,4185,AG,Hornussen,100
5076,4185,AG,Bözen,100
5077,4185,AG,Elfingen,100
5078,4185,AG,Effingen,100
5600,4191,AG,Ammerswil AG,100
5706,4192,AG,Boniswil,100
5505,4193,AG,Brunegg,100
5606,4194,AG,Dintikon,100
5704,4195,AG,Egliswil,100
5615,4196,AG,Fahrwangen,100
5705,4197,AG,Hallwil,100
5604,4198,AG,Hendschiken,100
5113,4199,AG,Holderbank AG,100
5502,4200,AG,Hunzenschwil,100
5600,4201,AG,Lenzburg,100
5616,4202,AG,Meisterschwanden,100
5617,4202,AG,Tennwil,100
5103,4203,AG,Wildegg,100
5103,4203,AG,Möriken AG,100
5702,4204,AG,Niederlenz,100
5504,4205,AG,Othmarsingen,100
5102,4206,AG,Rupperswil,100
5503,4207,AG,Schafisheim,100
5707,4208,AG,Seengen,100
5703,4209,AG,Seon,100
5603,4210,AG,Staufen,100
5646,4221,AG,Abtwil AG,100
5628,4222,AG,Aristau,100
5644,4223,AG,Auw,100
5637,4224,AG,Beinwil (Freiamt),100
5627,4226,AG,Besenbüren,100
5618,4227,AG,Bettwil,100
5623,4228,AG,Boswil,100
5624,4229,AG,Bünzen,100
5624,4229,AG,Waldhäusern AG,100
5632,4230,AG,Buttwil,100
6042,4231,AG,Dietwil,100
5637,4232,AG,Geltwil,100
5625,4233,AG,Kallern,100
5634,4234,AG,Merenschwand,100
5636,4234,AG,Benzenschwil,100
5642,4235,AG,Mühlau,100
5630,4236,AG,Muri AG,100
5647,4237,AG,Oberrüti,100
8919,4238,AG,Rottenschwil,100
5643,4239,AG,Sins,100
5643,4239,AG,Sins,100
5643,4239,AG,Alikon,100
5643,4239,AG,Meienberg,100
5645,4239,AG,Aettenschwil,100
5645,4239,AG,Fenkrieden,100
5622,4240,AG,Waltenschwil,100
4316,4251,AG,Hellikon,100
4303,4252,AG,Kaiseraugst,100
4312,4253,AG,Magden,100
4313,4254,AG,Möhlin,100
4322,4255,AG,Mumpf,100
4324,4256,AG,Obermumpf,100
4305,4257,AG,Olsberg,100
4310,4258,AG,Rheinfelden,100
4325,4259,AG,Schupfart,100
4332,4260,AG,Stein AG,100
4323,4261,AG,Wallbach,100
4317,4262,AG,Wegenstetten,100
4314,4263,AG,Zeiningen,100
4315,4264,AG,Zuzgen,100
4663,4271,AG,Aarburg,100
4814,4273,AG,Bottenwil,100
4805,4274,AG,Brittnau,100
5054,4275,AG,Kirchleerau,100
5742,4276,AG,Kölliken,100
5054,4277,AG,Moosleerau,100
4853,4279,AG,Murgenthal,100
4853,4279,AG,Riken AG,100
4856,4279,AG,Glashütten,100
4665,4280,AG,Oftringen,100
5056,4281,AG,Attelwil,100
5057,4281,AG,Reitnau,100
4852,4282,AG,Rothrist,100
5745,4283,AG,Safenwil,100
5053,4284,AG,Staffelbach,100
5053,4284,AG,Wittwil,100
4802,4285,AG,Strengelbach,100
4813,4286,AG,Uerkheim,100
4803,4287,AG,Vordemwald,100
5058,4288,AG,Wiliberg,100
4800,4289,AG,Zofingen,100
4812,4289,AG,Mühlethal,100
5314,4303,AG,Kleindöttingen,100
5315,4303,AG,Böttstein,100
5312,4304,AG,Döttingen,100
5304,4305,AG,Endingen,100
5305,4305,AG,Unterendingen,100
5467,4306,AG,Fisibach,100
5324,4307,AG,Full-Reuenthal,100
5313,4309,AG,Klingnau,100
5322,4310,AG,Koblenz,100
5325,4311,AG,Leibstadt,100
5426,4312,AG,Lengnau AG,100
5316,4313,AG,Leuggern,100
5317,4313,AG,Hettenschwil,100
5465,4314,AG,Mellikon,100
5425,4318,AG,Schneisingen,100
5462,4319,AG,Siglistorf,100
5306,4320,AG,Tegerfelden,100
5323,4324,AG,Rietheim,100
5330,4324,AG,Bad Zurzach,100
5332,4324,AG,Rekingen AG,100
5333,4324,AG,Baldingen,100
5334,4324,AG,Böbikon,100
5463,4324,AG,Wislikofen,100
5464,4324,AG,Rümikon AG,100
5466,4324,AG,Kaiserstuhl AG,100
9320,4401,TG,Arbon,100
9320,4401,TG,Frasnacht,100
9320,4401,TG,Stachen,100
8582,4406,TG,Dozwil,100
9314,4411,TG,Steinebrunn,100
9315,4411,TG,Neukirch (Egnach),100
9315,4411,TG,Winden,100
9322,4411,TG,Egnach,100
8580,4416,TG,Hefenhofen,100
9326,4421,TG,Horn,100
8593,4426,TG,Kesswil,100
9306,4431,TG,Freidorf TG,100
9325,4431,TG,Roggwil TG,100
8590,4436,TG,Romanshorn,100
8599,4441,TG,Salmsach,100
8580,4446,TG,Sommeri,100
8592,4451,TG,Uttwil,100
8580,4461,TG,Amriswil,100
8580,4461,TG,Hagenwil b. Amriswil,100
8580,4461,TG,Biessenhofen,100
8581,4461,TG,Schocherswil,100
8587,4461,TG,Oberaach,100
9220,4471,TG,Bischofszell,100
9223,4471,TG,Schweizersholz,100
9223,4471,TG,Halden,100
8586,4476,TG,Erlen,100
8586,4476,TG,Kümmertshausen,100
8586,4476,TG,Riedt b. Erlen,100
8586,4476,TG,Buchackern,100
8586,4476,TG,Engishofen,100
8586,4476,TG,Ennetaach,100
9213,4486,TG,Hauptwil,100
9225,4486,TG,Wilen (Gottshaus),100
9225,4486,TG,St. Pelagiberg,100
9216,4495,TG,Heldswil,100
9216,4495,TG,Hohentannen,100
9214,4501,TG,Kradolf,100
9215,4501,TG,Schönenberg an der Thur,100
9215,4501,TG,Buhwil,100
9217,4501,TG,Neukirch an der Thur,100
8583,4506,TG,Sulgen,100
8583,4506,TG,Götighofen,100
8583,4506,TG,Donzhausen,100
8588,4511,TG,Zihlschlacht,100
8589,4511,TG,Sitterdorf,100
8254,4536,TG,Basadingen,100
8255,4536,TG,Schlattingen,100
8253,4545,TG,Diessenhofen,100
8253,4545,TG,Willisdorf,100
8252,4546,TG,Schlatt TG,100
8355,4551,TG,Aadorf,100
8356,4551,TG,Ettenhausen TG,100
8357,4551,TG,Guntershausen b. Aadorf,100
8522,4551,TG,Häuslenen,100
8522,4551,TG,Aawangen,100
9547,4551,TG,Wittenwil,100
8552,4561,TG,Felben-Wellhausen,100
8500,4566,TG,Frauenfeld,100
8500,4566,TG,Gerlikon,100
8546,4571,TG,Islikon,100
8546,4571,TG,Kefikon TG,100
8547,4571,TG,Gachnang,100
8553,4590,TG,Harenwilen,100
8553,4590,TG,Mettendorf TG,100
8553,4590,TG,Hüttlingen,100
8553,4590,TG,Eschikofen,100
9548,4591,TG,Matzingen,100
8525,4601,TG,Niederneunforn,100
8526,4601,TG,Oberneunforn,100
9507,4606,TG,Stettfurt,100
8512,4611,TG,Thundorf,100
8512,4611,TG,Lustdorf,100
8512,4611,TG,Wetzikon TG,100
8524,4616,TG,Uesslingen,100
8524,4616,TG,Buch b. Frauenfeld,100
8532,4621,TG,Warth,100
8532,4621,TG,Weiningen TG,100
8595,4641,TG,Altnau,100
8598,4643,TG,Bottighofen,100
8272,4646,TG,Ermatingen,100
8273,4646,TG,Triboltingen,100
8274,4651,TG,Gottlieben,100
8594,4656,TG,Güttingen,100
8565,4666,TG,Hugelshofen,100
8566,4666,TG,Neuwilen,100
8566,4666,TG,Dotnacht,100
8566,4666,TG,Ellighausen,100
8566,4666,TG,Lippoldswilen,100
8573,4666,TG,Siegershausen,100
8573,4666,TG,Alterswilen,100
8573,4666,TG,Altishausen,100
8280,4671,TG,Kreuzlingen,100
8585,4681,TG,Langrickenbach,100
8585,4681,TG,Zuben,100
8585,4681,TG,Schönenbaumgarten,100
8585,4681,TG,Herrenhof,100
8574,4683,TG,Illighausen,100
8574,4683,TG,Oberhofen TG,100
8574,4683,TG,Lengwil,100
8574,4683,TG,Lengwil,100
8574,4683,TG,Dettighofen (Lengwil),100
8596,4691,TG,Scherzingen,100
8596,4691,TG,Münsterlingen,100
8597,4691,TG,Landschlacht,100
8274,4696,TG,Tägerwilen,100
8564,4701,TG,Hefenhausen,100
8564,4701,TG,Engwilen,100
8564,4701,TG,Sonterswil,100
8564,4701,TG,Wäldi,100
8564,4701,TG,Lipperswil,100
8564,4701,TG,Hattenhausen,100
8564,4701,TG,Gunterswilen,100
9556,4711,TG,Affeltrangen,100
9556,4711,TG,Zezikon,100
9562,4711,TG,Märwil,100
9562,4711,TG,Buch b. Märwil,100
9553,4716,TG,Bettwiesen,100
8362,4721,TG,Balterswil,100
8363,4721,TG,Bichelsee,100
9502,4723,TG,Braunau,100
8360,4724,TG,Eschlikon TG,100
8360,4724,TG,Wallenwil,100
8374,4726,TG,Dussnang,100
8374,4726,TG,Oberwangen TG,100
8376,4726,TG,Fischingen,100
8376,4726,TG,Au TG,100
9506,4741,TG,Lommis,100
9508,4741,TG,Weingarten-Kalthäusern,100
9542,4746,TG,Münchwilen TG,100
9543,4746,TG,St. Margarethen TG,100
9532,4751,TG,Rickenbach b. Wil,100
8577,4756,TG,Schönholzerswilen,100
8370,4761,TG,Sirnach,100
8371,4761,TG,Busswil TG,100
8372,4761,TG,Wiezikon b. Sirnach,100
9573,4761,TG,Littenheid,100
9554,4776,TG,Tägerschen,100
9555,4776,TG,Tobel,100
9545,4781,TG,Wängi,100
9546,4781,TG,Tuttwil,100
9535,4786,TG,Wilen b. Wil,100
9514,4791,TG,Wuppenau,100
9515,4791,TG,Hosenruck,100
8267,4801,TG,Berlingen,100
8264,4806,TG,Eschenz,100
8506,4811,TG,Lanzenneunforn,100
8535,4811,TG,Herdern,100
8507,4816,TG,Hörhausen,100
8508,4816,TG,Homburg,100
8536,4821,TG,Hüttwilen,100
8537,4821,TG,Nussbaumen TG,100
8537,4821,TG,Uerschhausen,100
8265,4826,TG,Mammern,100
8555,4831,TG,Müllheim Dorf,100
8505,4841,TG,Pfyn,100
8505,4841,TG,Dettighofen,100
8558,4846,TG,Raperswilen,100
8268,4851,TG,Mannenbach-Salenstein,100
8268,4851,TG,Salenstein,100
8269,4851,TG,Fruthwilen,100
8266,4864,TG,Steckborn,100
8259,4871,TG,Kaltenbach,100
8259,4871,TG,Etzwilen,100
8259,4871,TG,Rheinklingen,100
8259,4871,TG,Wagenhausen,100
8514,4881,TG,Amlikon-Bissegg,100
8572,4891,TG,Berg TG,100
8572,4891,TG,Berg TG,100
8572,4891,TG,Andhausen,100
8572,4891,TG,Graltshausen,100
8572,4891,TG,Guntershausen b. Berg,100
8576,4891,TG,Mauren TG,100
8585,4901,TG,Mattwil,100
8585,4901,TG,Happerswil,100
8585,4901,TG,Birwinken,100
8585,4901,TG,Klarsreuti,100
8586,4901,TG,Andwil TG,100
8586,4901,TG,Buch b. Kümmertshausen,100
8575,4911,TG,Bürglen TG,100
8575,4911,TG,Istighofen,100
8584,4911,TG,Leimbach TG,100
8584,4911,TG,Opfershofen TG,100
9503,4921,TG,Stehrenberg,100
9503,4921,TG,Lanterswil,100
9504,4921,TG,Friltschen,100
9517,4921,TG,Mettlen,100
9565,4921,TG,Bussnang,100
9565,4921,TG,Oberbussnang,100
9565,4921,TG,Oppikon,100
9565,4921,TG,Schmidshof,100
9565,4921,TG,Rothenhausen,100
8560,4941,TG,Märstetten,100
8561,4941,TG,Ottoberg,100
8570,4946,TG,Weinfelden,100
8554,4951,TG,Müllheim-Wigoltingen,100
8554,4951,TG,Bonau,100
8556,4951,TG,Wigoltingen,100
8556,4951,TG,Engwang,100
8556,4951,TG,Illhart,100
8556,4951,TG,Lamperswil TG,100
8564,4951,TG,Wagerswil,100
6517,5001,TI,Arbedo,100
6532,5001,TI,Castione,100
6500,5002,TI,Bellinzona,100
6503,5002,TI,Bellinzona,100
6512,5002,TI,Giubiasco,100
6513,5002,TI,Monte Carasso,100
6514,5002,TI,Sementina,100
6515,5002,TI,Gudo,100
6518,5002,TI,Gorduno,100
6523,5002,TI,Preonzo,100
6524,5002,TI,Moleno,100
6525,5002,TI,Gnosca,100
6528,5002,TI,Camorino,100
6582,5002,TI,Pianezzo,100
6583,5002,TI,S. Antonio (Val Morobbia),100
6584,5002,TI,Carena,100
6702,5002,TI,Claro,100
6593,5003,TI,Cadenazzo,100
6599,5003,TI,Robasacco,100
6810,5009,TI,Isone,100
6533,5010,TI,Lumino,100
6592,5017,TI,S. Antonino,100
6715,5048,TI,Dongio,100
6716,5048,TI,Acquarossa,100
6716,5048,TI,Leontica,100
6716,5048,TI,Lottigna,100
6721,5048,TI,Motto (Blenio),100
6722,5048,TI,Corzoneso,100
6723,5048,TI,Prugiasco,100
6723,5048,TI,Castro,100
6723,5048,TI,Marolta,100
6724,5048,TI,Ponto Valentino,100
6724,5048,TI,Largario,100
6717,5049,TI,Dangio,100
6717,5049,TI,Torre,100
6718,5049,TI,Olivone,100
6718,5049,TI,Camperio,100
6719,5049,TI,Aquila,100
6719,5049,TI,Aquila,100
6720,5049,TI,Campo (Blenio),100
6720,5049,TI,Ghirone,100
6713,5050,TI,Malvaglia,100
6714,5050,TI,Semione,100
6721,5050,TI,Ludiano,100
6780,5061,TI,Airolo,100
6780,5061,TI,Madrano,100
6781,5063,TI,Villa Bedretto,100
6781,5063,TI,Bedretto,100
6743,5064,TI,Bodio TI,100
6774,5071,TI,Dalpe,100
6746,5072,TI,Lavorgo,100
6746,5072,TI,Calonico,100
6746,5072,TI,Nivo,100
6747,5072,TI,Chironico,100
6748,5072,TI,Anzonico,100
6749,5072,TI,Sobrio,100
6749,5072,TI,Cavagnago,100
6760,5072,TI,Faido,100
6760,5072,TI,Molare,100
6760,5072,TI,Calpiogna,100
6760,5072,TI,Campello,100
6760,5072,TI,Carì,100
6760,5072,TI,Rossura,100
6763,5072,TI,Osco,100
6763,5072,TI,Mairengo,100
6764,5072,TI,Chiggiogna,100
6745,5073,TI,Giornico,100
6744,5076,TI,Personico,100
6742,5077,TI,Pollegio,100
6772,5078,TI,Rodi-Fiesso,100
6773,5078,TI,Prato (Leventina),100
6775,5079,TI,Ambrì,100
6776,5079,TI,Piotta,100
6777,5079,TI,Quinto,100
6777,5079,TI,Varenzo,100
6612,5091,TI,Ascona,100
6645,5096,TI,Brione sopra Minusio,100
6614,5097,TI,Brissago,100
6614,5097,TI,Isole di Brissago,100
6596,5108,TI,Gordola,100
6595,5112,TI,Riazzino,100
6600,5113,TI,Locarno,100
6600,5113,TI,Locarno,100
6600,5113,TI,Solduno,100
6605,5113,TI,Locarno,100
6616,5115,TI,Losone,100
6618,5115,TI,Arcegno,100
6647,5117,TI,Mergoscia,100
6648,5118,TI,Minusio,100
6600,5120,TI,Muralto,100
6644,5121,TI,Orselina,100
6613,5125,TI,Porto Ronco,100
6622,5125,TI,Ronco sopra Ascona,100
6598,5131,TI,Tenero,100
6646,5131,TI,Contra,100
6611,5136,TI,Mosogno,100
6611,5136,TI,Gresso,100
6611,5136,TI,Crana,100
6661,5136,TI,Loco,100
6661,5136,TI,Auressio,100
6661,5136,TI,Berzona,100
6662,5136,TI,Russo,100
6663,5136,TI,Comologno,100
6663,5136,TI,Spruga,100
6664,5136,TI,Vergeletto,100
6516,5138,TI,Cugnasco,100
6597,5138,TI,Agarone,100
6982,5141,TI,Agno,100
6990,5141,TI,Cassina d'Agno,100
6994,5143,TI,Aranno,100
6822,5144,TI,Arogno,100
6823,5144,TI,Pugerna,100
6999,5146,TI,Astano,100
6930,5148,TI,Bedano,100
6981,5149,TI,Bedigliora,100
6981,5149,TI,Bedigliora,100
6981,5149,TI,Banco,100
6981,5149,TI,Beride di Bedigliora,100
6934,5151,TI,Bioggio,100
6935,5151,TI,Bosco Luganese,100
6992,5151,TI,Cimo,100
6993,5151,TI,Iseo,100
6816,5154,TI,Bissone,100
6827,5160,TI,Brusino Arsizio,100
6867,5160,TI,Serpiano,100
6936,5161,TI,Cademario,100
6814,5162,TI,Cadempino,100
6952,5167,TI,Canobbio,100
6987,5171,TI,Caslano,100
6949,5176,TI,Comano,100
6944,5180,TI,Cureglia,100
6981,5181,TI,Bombinasco,100
6986,5181,TI,Curio,100
6916,5186,TI,Grancia,100
6929,5187,TI,Gravesano,100
6814,5189,TI,Lamone,100
6900,5192,TI,Lugano,100
6912,5192,TI,Pazzallo,100
6913,5192,TI,Carabbia,100
6914,5192,TI,Carona,100
6915,5192,TI,Pambio-Noranco,100
6917,5192,TI,Barbengo,100
6918,5192,TI,Figino,100
6932,5192,TI,Breganzona,100
6951,5192,TI,Insone,100
6951,5192,TI,Scareglia,100
6951,5192,TI,Colla,100
6951,5192,TI,Bogno,100
6951,5192,TI,Cozzo,100
6951,5192,TI,Signôra,100
6959,5192,TI,Maglio di Colla,100
6959,5192,TI,Certara,100
6959,5192,TI,Curtina,100
6959,5192,TI,Cimadera,100
6959,5192,TI,Piandera Paese,100
6959,5192,TI,Piandera Paese,100
6962,5192,TI,Viganello,100
6963,5192,TI,Pregassona,100
6963,5192,TI,Cureggia,100
6964,5192,TI,Davesco-Soragno,100
6965,5192,TI,Cadro,100
6966,5192,TI,Villa Luganese,100
6967,5192,TI,Dino,100
6968,5192,TI,Sonvico,100
6974,5192,TI,Aldesago,100
6976,5192,TI,Castagnola,100
6977,5192,TI,Ruvigliana,100
6978,5192,TI,Gandria,100
6979,5192,TI,Brè sopra Lugano,100
6983,5193,TI,Magliaso,100
6928,5194,TI,Manno,100
6900,5196,TI,Massagno,100
6815,5198,TI,Melide,100
6805,5199,TI,Mezzovico,100
6805,5199,TI,Mezzovico,100
6986,5200,TI,Miglieglia,100
6922,5203,TI,Morcote,100
6933,5205,TI,Muzzano,100
6991,5206,TI,Neggio,100
6986,5207,TI,Novaggio,100
6945,5208,TI,Origlio,100
6900,5210,TI,Paradiso,100
6946,5212,TI,Ponte Capriasca,100
6946,5212,TI,Ponte Capriasca,100
6948,5214,TI,Porza,100
6984,5216,TI,Pura,100
6942,5221,TI,Savosa,100
6924,5225,TI,Sorengo,100
6807,5226,TI,Taverne,100
6947,5226,TI,Vaglio,100
6950,5226,TI,Tesserete,100
6953,5226,TI,Lugaggia,100
6954,5226,TI,Sala Capriasca,100
6954,5226,TI,Bigorio,100
6955,5226,TI,Cagiallo,100
6955,5226,TI,Oggio,100
6956,5226,TI,Lopagno,100
6957,5226,TI,Roveredo TI,100
6958,5226,TI,Bidogno,100
6958,5226,TI,Corticiasca,100
6958,5226,TI,Corticiasca,100
6960,5226,TI,Odogno,100
6807,5227,TI,Taverne,100
6808,5227,TI,Torricella,100
6992,5230,TI,Vernate,100
6943,5231,TI,Vezia,100
6921,5233,TI,Vico Morcote,100
6919,5236,TI,Carabietta,100
6925,5236,TI,Gentilino,100
6926,5236,TI,Montagnola,100
6927,5236,TI,Agra,100
6937,5237,TI,Breno,100
6938,5237,TI,Vezio,100
6938,5237,TI,Fescoggia,100
6939,5237,TI,Mugena,100
6939,5237,TI,Arosio,100
6802,5238,TI,Rivera,100
6803,5238,TI,Camignolo,100
6804,5238,TI,Bironico,100
6806,5238,TI,Sigirino,100
6809,5238,TI,Medeglia,100
6980,5239,TI,Castelrotto,100
6988,5239,TI,Ponte Tresa,100
6989,5239,TI,Purasca,100
6995,5239,TI,Madonna del Piano,100
6997,5239,TI,Sessa,100
6998,5239,TI,Monteggio,100
6817,5240,TI,Maroggia,100
6818,5240,TI,Melano,100
6821,5240,TI,Rovio,100
6825,5240,TI,Capolago,100
6828,5242,TI,Balerna,100
6873,5249,TI,Corteglia,100
6874,5249,TI,Castel San Pietro,100
6875,5249,TI,Monte,100
6875,5249,TI,Casima,100
6875,5249,TI,Campora,100
6830,5250,TI,Chiasso,100
6832,5250,TI,Pedrinate,100
6832,5250,TI,Seseglio,100
6877,5251,TI,Coldrerio,100
6825,5254,TI,Capolago,100
6850,5254,TI,Mendrisio,100
6852,5254,TI,Genestrerio,100
6853,5254,TI,Ligornetto,100
6862,5254,TI,Rancate,100
6863,5254,TI,Besazio,100
6864,5254,TI,Arzo,100
6865,5254,TI,Tremona,100
6866,5254,TI,Meride,100
6872,5254,TI,Salorino,100
6872,5254,TI,Somazzo,100
6834,5257,TI,Morbio Inferiore,100
6883,5260,TI,Novazzano,100
6826,5263,TI,Riva San Vitale,100
6854,5266,TI,S. Pietro,100
6855,5266,TI,Stabio,100
6833,5268,TI,Vacallo,100
6835,5269,TI,Morbio Superiore,100
6837,5269,TI,Caneggio,100
6837,5269,TI,Bruzella,100
6838,5269,TI,Muggio,100
6838,5269,TI,Cabbio,100
6839,5269,TI,Sagno,100
6710,5281,TI,Biasca,100
6526,5287,TI,Prosito,100
6527,5287,TI,Lodrino,100
6703,5287,TI,Osogna,100
6705,5287,TI,Cresciano,100
6707,5287,TI,Iragna,100
6685,5304,TI,Bosco/Gurin,100
6683,5307,TI,Niva (Vallemaggia),100
6684,5307,TI,Campo (Vallemaggia),100
6684,5307,TI,Cimalmotto,100
6683,5309,TI,Cerentino,100
6675,5310,TI,Cevio,100
6676,5310,TI,Bignasco,100
6690,5310,TI,Cavergno,100
6690,5310,TI,S. Carlo (Val Bavona),100
6682,5315,TI,Linescio,100
6673,5317,TI,Maggia,100
6674,5317,TI,Someo,100
6674,5317,TI,Riveo,100
6677,5317,TI,Aurigeno,100
6677,5317,TI,Moghegno,100
6678,5317,TI,Giumaglio,100
6678,5317,TI,Lodano,100
6678,5317,TI,Coglio,100
6692,5323,TI,Menzonio,100
6692,5323,TI,Brontallo,100
6693,5323,TI,Broglio,100
6694,5323,TI,Prato-Sornico,100
6695,5323,TI,Peccia,100
6695,5323,TI,Piano di Peccia,100
6696,5323,TI,Fusio,100
6670,5324,TI,Avegno,100
